NB,000000,000000,000000,000000,00-00-02.706
GB,000170,000162,000150,000164,00-00-02.789
NB,000000,000000,000000,000000,00-00-07.706
GB,000170,000162,000150,000164,00-00-07.785
NB,000000,000000,000000,000000,00-00-12.706
GB,000170,000162,000151,000164,00-00-12.785
NB,000000,000000,000000,000000,00-00-17.709
GB,000170,000162,000150,000163,00-00-17.786
NB,000000,000000,000000,000000,00-00-22.707
GB,000170,000162,000150,000163,00-00-22.787
NB,000000,000000,000000,000000,00-00-27.707
GB,000169,000162,000151,000164,00-00-27.786
NB,000000,000000,000000,000000,00-00-32.707
GB,000169,000162,000150,000164,00-00-32.786
NB,000000,000000,000000,000000,00-00-37.707
GB,000169,000162,000150,000164,00-00-37.787
NB,000000,000000,000000,000000,00-00-42.707
GB,000169,000162,000149,000164,00-00-42.786
NB,000000,000000,000000,000000,00-00-47.707
GB,000169,000162,000150,000164,00-00-47.787
NB,000000,000000,000000,000000,00-00-52.707
GB,000169,000162,000150,000164,00-00-52.786
NB,000000,000000,000000,000000,00-00-57.707
GB,000170,000162,000149,000164,00-00-57.786
NB,000000,000000,000000,000000,00-01-02.708
GB,000170,000162,000149,000165,00-01-02.786
NB,000000,000000,000000,000000,00-01-07.707
GB,000170,000162,000149,000165,00-01-07.788
NB,000000,000000,000000,000000,00-01-12.710
GB,000170,000162,000148,000165,00-01-12.788
NB,000000,000000,000000,000000,00-01-17.709
GB,000169,000162,000148,000164,00-01-17.787
NB,000000,000000,000000,000000,00-01-22.708
GB,000170,000163,000148,000164,00-01-22.787
NB,000000,000000,000000,000000,00-01-27.709
GB,000170,000162,000149,000164,00-01-27.787
NB,000000,000000,000000,000000,00-01-32.708
GB,000170,000162,000149,000164,00-01-32.787
NB,000000,000000,000000,000000,00-01-37.709
GB,000169,000162,000149,000164,00-01-37.789
NB,000000,000000,000000,000000,00-01-42.708
GB,000169,000162,000149,000165,00-01-42.787
NB,000000,000000,000000,000000,00-01-47.708
GB,000169,000162,000149,000165,00-01-47.788
NB,000000,000000,000000,000000,00-01-52.712
GB,000169,000162,000149,000164,00-01-52.787
NB,000000,000000,000000,000000,00-01-57.708
GB,000170,000163,000149,000165,00-01-57.822
NB,000000,000000,000000,000000,00-02-02.708
GB,000171,000164,000149,000165,00-02-02.788
NB,000000,000000,000000,000000,00-02-07.709
GB,000171,000164,000149,000164,00-02-07.789
NB,000000,000000,000000,000000,00-02-12.709
GB,000171,000163,000148,000164,00-02-12.854
NB,000000,000000,000000,000000,00-02-17.710
GB,000171,000164,000149,000164,00-02-17.788
NB,000000,000000,000000,000000,00-02-22.709
GB,000171,000163,000149,000164,00-02-22.789
NB,000000,000000,000000,000000,00-02-27.709
GB,000170,000163,000149,000164,00-02-27.789
NB,000000,000000,000000,000000,00-02-32.709
GB,000171,000163,000149,000164,00-02-32.789
NB,000000,000000,000000,000000,00-02-37.709
GB,000171,000163,000149,000163,00-02-37.788
NB,000000,000000,000000,000000,00-02-42.714
GB,000170,000162,000150,000163,00-02-42.788
NB,000000,000000,000000,000000,00-02-47.709
GB,000171,000162,000150,000163,00-02-47.789
NB,000000,000000,000000,000000,00-02-52.710
GB,000171,000162,000150,000164,00-02-52.789
NB,000000,000000,000000,000000,00-02-57.710
GB,000170,000162,000150,000164,00-02-57.790
NB,000000,000000,000000,000000,00-03-02.710
GB,000170,000161,000150,000164,00-03-02.789
NB,000000,000000,000000,000000,00-03-07.710
GB,000170,000160,000151,000163,00-03-07.793
NB,000000,000000,000000,000000,00-03-12.710
GB,000170,000161,000151,000163,00-03-12.790
NB,000000,000000,000000,000000,00-03-17.710
GB,000171,000160,000151,000163,00-03-17.790
NB,000000,000000,000000,000000,00-03-22.710
GB,000171,000160,000151,000164,00-03-22.789
NB,000000,000000,000000,000000,00-03-27.710
GB,000171,000159,000151,000163,00-03-27.792
NB,000000,000000,000000,000000,00-03-32.710
GB,000171,000160,000150,000163,00-03-32.791
NB,000000,000000,000000,000000,00-03-37.711
GB,000171,000159,000150,000164,00-03-37.789
NB,000000,000000,000000,000000,00-03-42.713
GB,000171,000159,000150,000164,00-03-42.790
NB,000000,000000,000000,000000,00-03-47.711
GB,000172,000159,000150,000164,00-03-47.790
NB,000000,000000,000000,000000,00-03-52.711
GB,000171,000159,000150,000164,00-03-52.790
NB,000000,000000,000000,000000,00-03-57.711
GB,000171,000159,000149,000164,00-03-57.790
NB,000000,000000,000000,000000,00-04-02.711
GB,000170,000158,000150,000164,00-04-02.793
NB,000000,000000,000000,000000,00-04-07.711
GB,000170,000158,000150,000164,00-04-07.792
NB,000000,000000,000000,000000,00-04-12.711
GB,000169,000159,000151,000164,00-04-12.790
NB,000000,000000,000000,000000,00-04-17.715
GB,000170,000159,000151,000165,00-04-17.791
NB,000000,000000,000000,000000,00-04-22.711
GB,000169,000159,000151,000165,00-04-22.790
NB,000000,000000,000000,000000,00-04-27.711
GB,000170,000159,000151,000165,00-04-27.790
NB,000000,000000,000000,000000,00-04-32.711
GB,000169,000159,000150,000165,00-04-32.792
NB,000000,000000,000000,000000,00-04-37.712
GB,000170,000159,000150,000165,00-04-37.791
NB,000000,000000,000000,000000,00-04-42.712
GB,000170,000160,000150,000165,00-04-42.792
NB,000000,000000,000000,000000,00-04-47.718
GB,000169,000160,000150,000165,00-04-47.791
NB,000000,000000,000000,000000,00-04-52.712
GB,000170,000160,000150,000164,00-04-52.791
NB,000000,000000,000000,000000,00-04-57.712
GB,000170,000160,000150,000164,00-04-57.793
NB,000000,000000,000000,000000,00-05-02.712
GB,000170,000160,000150,000164,00-05-02.793
NB,000000,000000,000000,000000,00-05-07.712
GB,000170,000161,000150,000165,00-05-07.792
NB,000000,000000,000000,000000,00-05-12.712
GB,000170,000161,000150,000165,00-05-12.793
NB,000000,000000,000000,000000,00-05-17.713
GB,000170,000161,000149,000166,00-05-17.792
NB,000000,000000,000000,000000,00-05-22.713
GB,000169,000161,000149,000166,00-05-22.792
NB,000000,000000,000000,000000,00-05-27.713
GB,000169,000162,000149,000166,00-05-27.792
NB,000000,000000,000000,000000,00-05-32.713
GB,000170,000161,000150,000166,00-05-32.792
NB,000000,000000,000000,000000,00-05-37.713
GB,000170,000162,000150,000166,00-05-37.794
NB,000000,000000,000000,000000,00-05-42.713
GB,000170,000162,000150,000165,00-05-42.792
NB,000000,000000,000000,000000,00-05-47.713
GB,000170,000162,000150,000165,00-05-47.793
NB,000000,000000,000000,000000,00-05-52.713
GB,000170,000163,000150,000165,00-05-52.793
NB,000000,000000,000000,000000,00-05-57.713
GB,000171,000162,000150,000164,00-05-57.793
NB,000000,000000,000000,000000,00-06-02.713
GB,000171,000162,000151,000164,00-06-02.792
NB,000000,000000,000000,000000,00-06-07.714
GB,000171,000163,000151,000164,00-06-07.793
NB,000000,000000,000000,000000,00-06-12.715
GB,000171,000163,000150,000164,00-06-12.792
NB,000000,000000,000000,000000,00-06-17.715
GB,000171,000163,000150,000164,00-06-17.795
