NB,000000,000000,000000,000000,00-00-01.358
GB,000389,000397,000435,000422,00-00-01.436
NB,000000,000000,000000,000000,00-00-06.358
GB,000382,000401,000433,000421,00-00-06.436
NB,000000,000000,000000,000000,00-00-11.357
GB,000383,000395,000431,000424,00-00-11.451
NB,000000,000000,000000,000000,00-00-16.373
GB,000385,000389,000430,000428,00-00-16.451
NB,000000,000000,000000,000000,00-00-21.373
GB,000382,000391,000432,000424,00-00-21.451
SP,0.0803,08.491,013.66,000000,00-00-24.404
NS,000000,000003,000000,000000,00-00-24.435
GS,000084,000068,000073,000080,00-00-24.435
GS,000091,000065,000096,000086,00-00-24.435
GS,000062,000088,000083,000072,00-00-24.435
GS,000080,000074,000088,000086,00-00-24.435
GS,000088,000060,000078,000072,00-00-24.435
GS,000065,000070,000079,000078,00-00-24.451
SP,0.0505,13.501,021.73,000000,00-00-24.560
GS,000056,000054,000057,000060,00-00-24.576
SP,0.0231,29.516,047.50,000000,00-00-24.685
GS,000035,000063,000054,000068,00-00-24.779
GS,000051,000060,000051,000068,00-00-24.967
GS,000047,000071,000059,000065,00-00-25.170
NS,000001,000000,000001,000002,00-00-25.420
GS,000048,000066,000045,000076,00-00-25.435
GS,000056,000068,000055,000070,00-00-25.576
GS,000046,000052,000050,000060,00-00-25.779
GS,000065,000042,000044,000071,00-00-25.967
GS,000063,000071,000062,000082,00-00-26.170
NS,000000,000000,000001,000000,00-00-26.420
GS,000047,000069,000048,000067,00-00-26.435
GS,000038,000056,000061,000070,00-00-26.576
GS,000046,000057,000053,000063,00-00-26.779
SP,0.1530,04.456,007.17,000000,00-00-26.904
GS,000045,000064,000048,000062,00-00-26.967
GS,000050,000061,000051,000068,00-00-27.185
NS,000000,000001,000000,000001,00-00-27.420
GS,000045,000060,000060,000049,00-00-27.435
GS,000050,000067,000039,000084,00-00-27.576
GS,000048,000048,000070,000060,00-00-27.779
GS,000050,000056,000069,000057,00-00-27.967
GS,000059,000069,000051,000053,00-00-28.170
NS,000000,000000,000000,000000,00-00-28.420
